"Time (s) Run #1","Voltage (V) Run #1","Current (A) Run #1","Time (s) Run #2","Voltage (V) Run #2","Current (A) Run #2","Time (s) Run #3","Voltage (V) Run #3","Current (A) Run #3","Time (s) Run #4","Voltage (V) Run #4","Current (A) Run #4","Time (s) Run #5","Voltage (V) Run #5","Current (A) Run #5","Time (s) Run #6","Voltage (V) Run #6","Current (A) Run #6"
13.900,-1.0262,9.6068E-11,,,,,,,,,,13.900,-1.0267,4.3453E-10,,,
14.000,-1.0267,9.5931E-11,,,,,,,,,,14.000,-1.0268,4.3413E-10,,,
14.100,-1.0263,9.5791E-11,,,,,,,,,,14.100,-1.0261,4.3319E-10,,,
14.200,-1.0261,9.5636E-11,,,,,,,,,,14.200,-1.0268,4.3234E-10,,,
14.300,-1.0262,9.5466E-11,,,,,,,,,,14.300,-1.0268,4.3182E-10,,,
,,,,,,,,,,,,14.400,-1.0271,4.3145E-10,,,
,,,,,,,,,,,,14.500,-1.0269,4.3131E-10,,,
,,,,,,,,,,,,14.600,-1.0274,4.3117E-10,,,
,,,,,,,,,,,,14.700,-1.0269,4.3072E-10,,,
,,,,,,,,,,,,14.800,-1.0274,4.3007E-10,,,
,,,,,,,,,,,,14.900,-1.0273,4.2968E-10,,,
,,,,,,,,,,,,15.000,-1.0268,4.2986E-10,,,
,,,,,,,,,,,,15.100,-1.0264,4.3050E-10,,,
,,,,,,,,,,,,15.200,-1.0265,4.3131E-10,,,
,,,,,,,,,,,,15.300,-1.0265,4.3195E-10,,,
,,,,,,,,,,,,15.400,-1.0265,4.3206E-10,,,
,,,,,,,,,,,,15.500,-1.0265,4.3151E-10,,,
,,,,,,,,,,,,15.600,-1.0263,4.3111E-10,,,
,,,,,,,,,,,,15.700,-1.0266,4.3160E-10,,,
,,,,,,,,,,,,15.800,-1.0265,4.3273E-10,,,
,,,,,,,,,,,,15.900,-1.0260,4.3395E-10,,,
,,,,,,,,,,,,16.000,-1.0268,4.3502E-10,,,
,,,,,,,,,,,,16.100,-1.0264,4.3571E-10,,,
,,,,,,,,,,,,16.200,-1.0264,4.3575E-10,,,
,,,,,,,,,,,,16.300,-1.0265,4.3541E-10,,,
,,,,,,,,,,,,16.400,-1.0269,4.3497E-10,,,
,,,,,,,,,,,,16.500,-1.0270,4.3461E-10,,,
,,,,,,,,,,,,16.600,-1.0267,4.3439E-10,,,
,,,,,,,,,,,,16.700,-1.0265,4.3418E-10,,,
,,,,,,,,,,,,16.800,-1.0264,4.3385E-10,,,
,,,,,,,,,,,,16.900,-1.0264,4.3320E-10,,,
,,,,,,,,,,,,17.000,-1.0263,4.3205E-10,,,
,,,,,,,,,,,,17.100,-1.0263,4.3049E-10,,,
,,,,,,,,,,,,17.200,-1.0268,4.2891E-10,,,
,,,,,,,,,,,,17.300,-1.0264,4.2777E-10,,,
,,,,,,,,,,,,17.400,-1.0269,4.2709E-10,,,
,,,,,,,,,,,,17.500,-1.0265,4.2671E-10,,,
,,,,,,,,,,,,17.600,-1.0266,4.2673E-10,,,
,,,,,,,,,,,,17.700,-1.0269,4.2746E-10,,,
,,,,,,,,,,,,17.800,-1.0266,4.2854E-10,,,
,,,,,,,,,,,,17.900,-1.0270,4.2923E-10,,,
,,,,,,,,,,,,18.000,-1.0266,4.2948E-10,,,
,,,,,,,,,,,,18.100,-1.0261,4.2946E-10,,,
,,,,,,,,,,,,18.200,-1.0267,4.2936E-10,,,
,,,,,,,,,,,,18.300,-1.0266,4.2916E-10,,,
,,,,,,,,,,,,18.400,-1.0266,4.2870E-10,,,
,,,,,,,,,,,,18.500,-1.0261,4.2796E-10,,,
,,,,,,,,,,,,18.600,-1.0266,4.2718E-10,,,
,,,,,,,,,,,,18.700,-1.0262,4.2672E-10,,,
,,,,,,,,,,,,18.800,-1.0272,4.2654E-10,,,
,,,,,,,,,,,,18.900,-1.0266,4.2643E-10,,,
