"Time (s) Run #1","Voltage (V) Run #1","Current (A) Run #1","Time (s) Run #3","Voltage (V) Run #3","Current (A) Run #3","Time (s) Run #4","Voltage (V) Run #4","Current (A) Run #4","Time (s) Run #5","Voltage (V) Run #5","Current (A) Run #5","Time (s) Run #6","Voltage (V) Run #6","Current (A) Run #6","Time (s) Run #7","Voltage (V) Run #7","Current (A) Run #7"
1.100,-1.0266,9.3826E-11,1.100,-1.0270,5.7075E-11,1.100,-1.0269,1.8030E-10,1.100,-1.0269,1.0781E-10,1.100,-1.0264,4.2188E-10,1.100,-1.0267,1.9791E-10
1.200,-1.0264,9.4012E-11,1.200,-1.0266,5.7167E-11,1.200,-1.0267,1.7953E-10,1.200,-1.0263,1.0791E-10,1.200,-1.0261,4.2296E-10,1.200,-1.0264,1.9774E-10
1.300,-1.0266,9.4255E-11,1.300,-1.0267,5.7211E-11,1.300,-1.0267,1.7873E-10,1.300,-1.0265,1.0800E-10,1.300,-1.0264,4.2352E-10,1.300,-1.0258,1.9753E-10
1.400,-1.0264,9.4543E-11,1.400,-1.0264,5.7241E-11,1.400,-1.0270,1.7805E-10,1.400,-1.0271,1.0821E-10,1.400,-1.0265,4.2339E-10,1.400,-1.0262,1.9723E-10
1.500,-1.0268,9.4829E-11,1.500,-1.0266,5.7291E-11,1.500,-1.0266,1.7763E-10,1.500,-1.0270,1.0864E-10,1.500,-1.0267,4.2326E-10,1.500,-1.0266,1.9665E-10
1.600,-1.0271,9.5080E-11,1.600,-1.0266,5.7404E-11,1.600,-1.0265,1.7745E-10,1.600,-1.0273,1.0915E-10,1.600,-1.0267,4.2335E-10,1.600,-1.0263,1.9604E-10
1.700,-1.0265,9.5287E-11,1.700,-1.0267,5.7587E-11,1.700,-1.0264,1.7737E-10,1.700,-1.0269,1.0967E-10,1.700,-1.0263,4.2320E-10,1.700,-1.0264,1.9564E-10
1.800,-1.0264,9.5420E-11,1.800,-1.0266,5.7797E-11,1.800,-1.0264,1.7741E-10,1.800,-1.0267,1.1015E-10,1.800,-1.0265,4.2290E-10,1.800,-1.0261,1.9550E-10
1.900,-1.0266,9.5397E-11,1.900,-1.0264,5.7970E-11,1.900,-1.0267,1.7756E-10,1.900,-1.0269,1.1052E-10,1.900,-1.0264,4.2246E-10,1.900,-1.0263,1.9553E-10
2.000,-1.0267,9.5268E-11,2.000,-1.0262,5.8100E-11,2.000,-1.0268,1.7770E-10,2.000,-1.0268,1.1074E-10,2.000,-1.0260,4.2222E-10,2.000,-1.0261,1.9565E-10
2.100,-1.0269,9.5097E-11,2.100,-1.0267,5.8219E-11,2.100,-1.0266,1.7796E-10,2.100,-1.0272,1.1079E-10,2.100,-1.0262,4.2260E-10,2.100,-1.0263,1.9572E-10
2.200,-1.0267,9.4926E-11,2.200,-1.0267,5.8315E-11,2.200,-1.0266,1.7859E-10,2.200,-1.0269,1.1073E-10,2.200,-1.0264,4.2335E-10,2.200,-1.0264,1.9587E-10
2.300,-1.0266,9.4708E-11,2.300,-1.0262,5.8376E-11,2.300,-1.0262,1.7956E-10,2.300,-1.0268,1.1060E-10,2.300,-1.0266,4.2444E-10,2.300,-1.0266,1.9621E-10
2.400,-1.0269,9.4366E-11,2.400,-1.0261,5.8384E-11,2.400,-1.0261,1.8041E-10,2.400,-1.0270,1.1044E-10,2.400,-1.0264,4.2590E-10,2.400,-1.0270,1.9684E-10
2.500,-1.0268,9.4008E-11,2.500,-1.0259,5.8346E-11,2.500,-1.0263,1.8067E-10,2.500,-1.0270,1.1025E-10,2.500,-1.0264,4.2667E-10,2.500,-1.0270,1.9781E-10
2.600,-1.0269,9.3680E-11,2.600,-1.0260,5.8230E-11,2.600,-1.0265,1.8033E-10,2.600,-1.0265,1.1003E-10,2.600,-1.0264,4.2583E-10,2.600,-1.0267,1.9868E-10
2.700,-1.0269,9.3313E-11,2.700,-1.0261,5.8031E-11,2.700,-1.0269,1.7960E-10,2.700,-1.0261,1.0982E-10,2.700,-1.0263,4.2399E-10,2.700,-1.0268,1.9916E-10
2.800,-1.0270,9.2956E-11,2.800,-1.0261,5.7811E-11,2.800,-1.0266,1.7880E-10,2.800,-1.0266,1.0974E-10,2.800,-1.0264,4.2201E-10,2.800,-1.0270,1.9923E-10
2.900,-1.0272,9.2667E-11,2.900,-1.0264,5.7683E-11,2.900,-1.0263,1.7804E-10,2.900,-1.0263,1.0975E-10,2.900,-1.0265,4.2032E-10,2.900,-1.0266,1.9900E-10
3.000,-1.0264,9.2487E-11,3.000,-1.0265,5.7663E-11,3.000,-1.0261,1.7752E-10,3.000,-1.0261,1.0974E-10,3.000,-1.0266,4.1928E-10,3.000,-1.0267,1.9864E-10
3.100,-1.0266,9.2432E-11,3.100,-1.0264,5.7719E-11,3.100,-1.0265,1.7725E-10,3.100,-1.0265,1.0966E-10,3.100,-1.0266,4.1938E-10,3.100,-1.0271,1.9830E-10
3.200,-1.0267,9.2378E-11,3.200,-1.0262,5.7787E-11,3.200,-1.0265,1.7701E-10,3.200,-1.0266,1.0955E-10,3.200,-1.0269,4.2010E-10,3.200,-1.0267,1.9810E-10
3.300,-1.0267,9.2198E-11,3.300,-1.0264,5.7846E-11,3.300,-1.0264,1.7679E-10,3.300,-1.0264,1.0945E-10,3.300,-1.0270,4.2082E-10,3.300,-1.0264,1.9806E-10
3.400,-1.0268,9.1880E-11,3.400,-1.0265,5.7878E-11,3.400,-1.0267,1.7663E-10,3.400,-1.0264,1.0939E-10,3.400,-1.0266,4.2135E-10,3.400,-1.0270,1.9822E-10
3.500,-1.0270,9.1693E-11,3.500,-1.0265,5.7863E-11,3.500,-1.0266,1.7651E-10,3.500,-1.0261,1.0933E-10,3.500,-1.0269,4.2174E-10,3.500,-1.0270,1.9841E-10
3.600,-1.0272,9.1790E-11,3.600,-1.0267,5.7801E-11,3.600,-1.0267,1.7645E-10,3.600,-1.0262,1.0928E-10,3.600,-1.0268,4.2191E-10,3.600,-1.0266,1.9835E-10
3.700,-1.0272,9.2119E-11,3.700,-1.0267,5.7723E-11,3.700,-1.0268,1.7655E-10,3.700,-1.0261,1.0926E-10,3.700,-1.0263,4.2184E-10,3.700,-1.0273,1.9804E-10
3.800,-1.0271,9.2505E-11,3.800,-1.0266,5.7671E-11,3.800,-1.0268,1.7679E-10,3.800,-1.0260,1.0930E-10,3.800,-1.0265,4.2157E-10,3.800,-1.0272,1.9784E-10
3.900,-1.0266,9.2804E-11,3.900,-1.0263,5.7681E-11,3.900,-1.0268,1.7708E-10,3.900,-1.0259,1.0939E-10,3.900,-1.0266,4.2082E-10,3.900,-1.0269,1.9786E-10
4.000,-1.0268,9.2969E-11,4.000,-1.0266,5.7730E-11,4.000,-1.0270,1.7737E-10,4.000,-1.0261,1.0945E-10,4.000,-1.0266,4.1999E-10,4.000,-1.0266,1.9796E-10
4.100,-1.0271,9.3059E-11,4.100,-1.0267,5.7770E-11,4.100,-1.0269,1.7755E-10,4.100,-1.0266,1.0947E-10,4.100,-1.0266,4.1930E-10,4.100,-1.0269,1.9792E-10
4.200,-1.0271,9.3135E-11,4.200,-1.0267,5.7734E-11,4.200,-1.0268,1.7754E-10,4.200,-1.0263,1.0955E-10,4.200,-1.0262,4.1894E-10,4.200,-1.0270,1.9755E-10
4.300,-1.0271,9.3222E-11,4.300,-1.0268,5.7590E-11,4.300,-1.0268,1.7740E-10,4.300,-1.0266,1.0963E-10,4.300,-1.0266,4.1903E-10,4.300,-1.0269,1.9680E-10
4.400,-1.0267,9.3288E-11,4.400,-1.0263,5.7356E-11,4.400,-1.0264,1.7740E-10,4.400,-1.0264,1.0965E-10,4.400,-1.0266,4.1939E-10,4.400,-1.0265,1.9587E-10
4.500,-1.0267,9.3338E-11,4.500,-1.0269,5.7060E-11,4.500,-1.0269,1.7766E-10,4.500,-1.0263,1.0962E-10,4.500,-1.0262,4.1966E-10,4.500,-1.0264,1.9526E-10
4.600,-1.0270,9.3413E-11,4.600,-1.0267,5.6810E-11,4.600,-1.0271,1.7787E-10,4.600,-1.0265,1.0958E-10,4.600,-1.0267,4.2022E-10,4.600,-1.0268,1.9518E-10
4.700,-1.0269,9.3497E-11,4.700,-1.0263,5.6642E-11,4.700,-1.0268,1.7787E-10,4.700,-1.0264,1.0945E-10,4.700,-1.0267,4.2097E-10,4.700,-1.0266,1.9524E-10
4.800,-1.0268,9.3570E-11,4.800,-1.0266,5.6626E-11,4.800,-1.0267,1.7782E-10,4.800,-1.0262,1.0915E-10,4.800,-1.0267,4.2169E-10,4.800,-1.0265,1.9498E-10
4.900,-1.0268,9.3622E-11,4.900,-1.0266,5.6755E-11,4.900,-1.0270,1.7778E-10,4.900,-1.0262,1.0879E-10,4.900,-1.0273,4.2252E-10,4.900,-1.0266,1.9439E-10
5.000,-1.0267,9.3652E-11,5.000,-1.0265,5.6949E-11,5.000,-1.0268,1.7773E-10,5.000,-1.0264,1.0836E-10,5.000,-1.0266,4.2327E-10,5.000,-1.0264,1.9404E-10
5.100,-1.0261,9.3590E-11,5.100,-1.0266,5.7069E-11,5.100,-1.0269,1.7766E-10,5.100,-1.0261,1.0792E-10,5.100,-1.0265,4.2323E-10,5.100,-1.0264,1.9433E-10
5.200,-1.0267,9.3451E-11,5.200,-1.0263,5.7021E-11,5.200,-1.0267,1.7751E-10,5.200,-1.0263,1.0758E-10,5.200,-1.0265,4.2205E-10,5.200,-1.0269,1.9515E-10
5.300,-1.0263,9.3333E-11,5.300,-1.0265,5.6864E-11,5.300,-1.0268,1.7747E-10,5.300,-1.0267,1.0743E-10,5.300,-1.0265,4.2030E-10,5.300,-1.0268,1.9637E-10
5.400,-1.0262,9.3267E-11,5.400,-1.0262,5.6669E-11,5.400,-1.0265,1.7773E-10,5.400,-1.0263,1.0741E-10,5.400,-1.0270,4.1883E-10,5.400,-1.0268,1.9781E-10
5.500,-1.0268,9.3238E-11,5.500,-1.0264,5.6471E-11,5.500,-1.0268,1.7836E-10,5.500,-1.0265,1.0742E-10,5.500,-1.0267,4.1826E-10,5.500,-1.0266,1.9914E-10
5.600,-1.0271,9.3381E-11,5.600,-1.0264,5.6327E-11,5.600,-1.0269,1.7924E-10,5.600,-1.0266,1.0747E-10,5.600,-1.0271,4.1854E-10,5.600,-1.0265,2.0018E-10
5.700,-1.0269,9.3797E-11,5.700,-1.0264,5.6264E-11,5.700,-1.0268,1.7986E-10,5.700,-1.0260,1.0765E-10,5.700,-1.0269,4.1910E-10,5.700,-1.0268,2.0067E-10
5.800,-1.0275,9.4339E-11,5.800,-1.0267,5.6322E-11,5.800,-1.0268,1.7981E-10,5.800,-1.0260,1.0799E-10,5.800,-1.0266,4.1936E-10,5.800,-1.0268,2.0050E-10
5.900,-1.0269,9.4705E-11,5.900,-1.0262,5.6543E-11,5.900,-1.0267,1.7923E-10,5.900,-1.0260,1.0832E-10,5.900,-1.0268,4.1946E-10,5.900,-1.0269,2.0000E-10
6.000,-1.0272,9.4716E-11,6.000,-1.0264,5.6869E-11,6.000,-1.0268,1.7853E-10,6.000,-1.0261,1.0847E-10,6.000,-1.0266,4.1964E-10,6.000,-1.0269,1.9968E-10
6.100,-1.0269,9.4255E-11,6.100,-1.0263,5.7112E-11,6.100,-1.0266,1.7803E-10,6.100,-1.0262,1.0840E-10,6.100,-1.0266,4.1999E-10,6.100,-1.0270,1.9974E-10
6.200,-1.0268,9.3428E-11,6.200,-1.0261,5.7164E-11,6.200,-1.0264,1.7761E-10,6.200,-1.0265,1.0822E-10,6.200,-1.0266,4.2029E-10,6.200,-1.0268,2.0001E-10
6.300,-1.0263,9.2469E-11,6.300,-1.0267,5.7130E-11,6.300,-1.0266,1.7691E-10,6.300,-1.0266,1.0800E-10,6.300,-1.0265,4.2060E-10,6.300,-1.0273,2.0025E-10
6.400,-1.0264,9.1449E-11,6.400,-1.0264,5.7120E-11,6.400,-1.0268,1.7589E-10,6.400,-1.0264,1.0790E-10,6.400,-1.0266,4.2078E-10,6.400,-1.0271,2.0040E-10
6.500,-1.0267,9.0517E-11,6.500,-1.0265,5.7106E-11,6.500,-1.0265,1.7475E-10,6.500,-1.0267,1.0798E-10,6.500,-1.0269,4.2121E-10,6.500,-1.0271,2.0025E-10
6.600,-1.0269,8.9727E-11,6.600,-1.0263,5.7055E-11,6.600,-1.0264,1.7365E-10,6.600,-1.0265,1.0817E-10,6.600,-1.0263,4.2215E-10,6.600,-1.0268,1.9980E-10
6.700,-1.0270,8.9297E-11,6.700,-1.0264,5.7018E-11,6.700,-1.0264,1.7297E-10,6.700,-1.0266,1.0840E-10,6.700,-1.0268,4.2290E-10,6.700,-1.0264,1.9937E-10
6.800,-1.0266,8.9415E-11,6.800,-1.0266,5.6956E-11,6.800,-1.0266,1.7303E-10,6.800,-1.0267,1.0854E-10,6.800,-1.0267,4.2315E-10,6.800,-1.0268,1.9894E-10
6.900,-1.0270,8.9942E-11,6.900,-1.0264,5.6830E-11,6.900,-1.0265,1.7371E-10,6.900,-1.0263,1.0853E-10,6.900,-1.0269,4.2310E-10,6.900,-1.0267,1.9854E-10
7.000,-1.0270,9.0627E-11,7.000,-1.0266,5.6750E-11,7.000,-1.0264,1.7462E-10,7.000,-1.0266,1.0839E-10,7.000,-1.0268,4.2285E-10,7.000,-1.0267,1.9816E-10
7.100,-1.0272,9.1248E-11,7.100,-1.0270,5.6753E-11,7.100,-1.0264,1.7543E-10,7.100,-1.0266,1.0817E-10,7.100,-1.0267,4.2257E-10,7.100,-1.0266,1.9788E-10
7.200,-1.0268,9.1752E-11,7.200,-1.0266,5.6842E-11,7.200,-1.0265,1.7605E-10,7.200,-1.0265,1.0800E-10,7.200,-1.0269,4.2233E-10,7.200,-1.0265,1.9778E-10
7.300,-1.0270,9.2123E-11,7.300,-1.0266,5.6987E-11,7.300,-1.0267,1.7648E-10,7.300,-1.0264,1.0792E-10,7.300,-1.0271,4.2201E-10,7.300,-1.0268,1.9796E-10
7.400,-1.0265,9.2461E-11,7.400,-1.0268,5.7159E-11,7.400,-1.0270,1.7692E-10,7.400,-1.0260,1.0791E-10,7.400,-1.0264,4.2171E-10,7.400,-1.0270,1.9858E-10
7.500,-1.0264,9.2863E-11,7.500,-1.0266,5.7311E-11,7.500,-1.0271,1.7754E-10,7.500,-1.0264,1.0793E-10,7.500,-1.0269,4.2162E-10,7.500,-1.0262,1.9942E-10
7.600,-1.0269,9.3175E-11,7.600,-1.0269,5.7395E-11,7.600,-1.0261,1.7818E-10,7.600,-1.0263,1.0796E-10,7.600,-1.0266,4.2194E-10,7.600,-1.0271,2.0009E-10
7.700,-1.0266,9.3320E-11,7.700,-1.0266,5.7375E-11,7.700,-1.0265,1.7847E-10,7.700,-1.0263,1.0796E-10,7.700,-1.0267,4.2250E-10,7.700,-1.0268,2.0057E-10
7.800,-1.0268,9.3258E-11,7.800,-1.0262,5.7238E-11,7.800,-1.0261,1.7833E-10,7.800,-1.0264,1.0787E-10,7.800,-1.0270,4.2304E-10,7.800,-1.0265,2.0089E-10
7.900,-1.0270,9.3065E-11,7.900,-1.0267,5.7065E-11,7.900,-1.0263,1.7792E-10,7.900,-1.0267,1.0772E-10,7.900,-1.0267,4.2344E-10,7.900,-1.0267,2.0104E-10
8.000,-1.0271,9.2968E-11,8.000,-1.0265,5.6890E-11,8.000,-1.0260,1.7747E-10,8.000,-1.0268,1.0755E-10,8.000,-1.0267,4.2363E-10,8.000,-1.0267,2.0114E-10
8.100,-1.0268,9.3149E-11,8.100,-1.0261,5.6684E-11,8.100,-1.0262,1.7716E-10,8.100,-1.0261,1.0742E-10,8.100,-1.0266,4.2392E-10,8.100,-1.0265,2.0114E-10
8.200,-1.0268,9.3510E-11,8.200,-1.0259,5.6488E-11,8.200,-1.0262,1.7696E-10,8.200,-1.0267,1.0736E-10,8.200,-1.0264,4.2491E-10,8.200,-1.0267,2.0104E-10
8.300,-1.0270,9.3876E-11,8.300,-1.0260,5.6359E-11,8.300,-1.0266,1.7694E-10,8.300,-1.0263,1.0734E-10,8.300,-1.0264,4.2652E-10,8.300,-1.0269,2.0105E-10
8.400,-1.0266,9.4081E-11,8.400,-1.0261,5.6328E-11,8.400,-1.0265,1.7732E-10,8.400,-1.0264,1.0735E-10,8.400,-1.0266,4.2799E-10,8.400,-1.0268,2.0113E-10
8.500,-1.0264,9.4155E-11,8.500,-1.0263,5.6334E-11,8.500,-1.0266,1.7801E-10,8.500,-1.0264,1.0738E-10,8.500,-1.0268,4.2879E-10,8.500,-1.0266,2.0100E-10
8.600,-1.0270,9.4211E-11,8.600,-1.0260,5.6349E-11,8.600,-1.0265,1.7865E-10,8.600,-1.0265,1.0738E-10,8.600,-1.0270,4.2858E-10,8.600,-1.0265,2.0048E-10
8.700,-1.0266,9.4259E-11,8.700,-1.0265,5.6350E-11,8.700,-1.0262,1.7889E-10,8.700,-1.0264,1.0733E-10,8.700,-1.0268,4.2750E-10,8.700,-1.0271,1.9974E-10
8.800,-1.0268,9.4164E-11,8.800,-1.0267,5.6359E-11,8.800,-1.0267,1.7877E-10,8.800,-1.0264,1.0730E-10,8.800,-1.0271,4.2634E-10,8.800,-1.0270,1.9900E-10
8.900,-1.0262,9.3920E-11,8.900,-1.0272,5.6399E-11,8.900,-1.0262,1.7852E-10,8.900,-1.0262,1.0729E-10,8.900,-1.0269,4.2545E-10,8.900,-1.0270,1.9827E-10
9.000,-1.0265,9.3689E-11,9.000,-1.0273,5.6481E-11,9.000,-1.0262,1.7830E-10,9.000,-1.0265,1.0727E-10,9.000,-1.0267,4.2487E-10,9.000,-1.0270,1.9764E-10
9.100,-1.0266,9.3556E-11,9.100,-1.0268,5.6592E-11,9.100,-1.0263,1.7815E-10,9.100,-1.0264,1.0728E-10,9.100,-1.0269,4.2444E-10,9.100,-1.0273,1.9730E-10
9.200,-1.0273,9.3507E-11,9.200,-1.0267,5.6715E-11,9.200,-1.0260,1.7821E-10,9.200,-1.0269,1.0727E-10,9.200,-1.0271,4.2419E-10,9.200,-1.0276,1.9730E-10
9.300,-1.0267,9.3505E-11,9.300,-1.0265,5.6841E-11,9.300,-1.0263,1.7872E-10,9.300,-1.0265,1.0714E-10,9.300,-1.0268,4.2431E-10,9.300,-1.0271,1.9739E-10
9.400,-1.0260,9.3495E-11,9.400,-1.0263,5.6917E-11,9.400,-1.0265,1.7964E-10,9.400,-1.0266,1.0699E-10,9.400,-1.0265,4.2446E-10,9.400,-1.0269,1.9736E-10
9.500,-1.0266,9.3376E-11,9.500,-1.0264,5.6936E-11,9.500,-1.0262,1.8066E-10,9.500,-1.0265,1.0699E-10,9.500,-1.0265,4.2440E-10,9.500,-1.0269,1.9719E-10
9.600,-1.0266,9.3155E-11,9.600,-1.0266,5.6934E-11,9.600,-1.0267,1.8140E-10,9.600,-1.0265,1.0713E-10,9.600,-1.0269,4.2395E-10,9.600,-1.0266,1.9667E-10
9.700,-1.0268,9.2832E-11,9.700,-1.0264,5.7019E-11,9.700,-1.0264,1.8172E-10,9.700,-1.0269,1.0734E-10,9.700,-1.0266,4.2310E-10,9.700,-1.0271,1.9575E-10
9.800,-1.0263,9.2492E-11,9.800,-1.0268,5.7162E-11,9.800,-1.0268,1.8166E-10,9.800,-1.0267,1.0749E-10,9.800,-1.0268,4.2213E-10,9.800,-1.0265,1.9451E-10
9.900,-1.0266,9.2196E-11,9.900,-1.0261,5.7231E-11,9.900,-1.0265,1.8134E-10,9.900,-1.0265,1.0750E-10,9.900,-1.0269,4.2137E-10,9.900,-1.0268,1.9322E-10
10.000,-1.0259,9.1866E-11,10.000,-1.0260,5.7160E-11,10.000,-1.0266,1.8070E-10,10.000,-1.0263,1.0744E-10,10.000,-1.0264,4.2097E-10,10.000,-1.0268,1.9226E-10
10.100,-1.0258,9.1361E-11,10.100,-1.0264,5.7003E-11,10.100,-1.0270,1.7990E-10,10.100,-1.0266,1.0744E-10,10.100,-1.0270,4.2091E-10,10.100,-1.0269,1.9150E-10
10.200,-1.0264,9.0753E-11,10.200,-1.0265,5.6850E-11,10.200,-1.0272,1.7925E-10,10.200,-1.0263,1.0748E-10,10.200,-1.0267,4.2110E-10,10.200,-1.0267,1.9079E-10
10.300,-1.0260,9.0132E-11,10.300,-1.0267,5.6752E-11,10.300,-1.0267,1.7880E-10,10.300,-1.0265,1.0754E-10,10.300,-1.0269,4.2147E-10,10.300,-1.0271,1.9016E-10
10.400,-1.0264,8.9600E-11,10.400,-1.0262,5.6688E-11,10.400,-1.0264,1.7840E-10,10.400,-1.0264,1.0767E-10,10.400,-1.0269,4.2173E-10,10.400,-1.0269,1.8952E-10
10.500,-1.0267,8.9170E-11,10.500,-1.0266,5.6622E-11,10.500,-1.0263,1.7798E-10,10.500,-1.0263,1.0786E-10,10.500,-1.0273,4.2160E-10,10.500,-1.0263,1.8893E-10
,,,10.600,-1.0266,5.6586E-11,,,,10.600,-1.0260,1.0791E-10,10.600,-1.0269,4.2108E-10,10.600,-1.0268,1.8857E-10
,,,,,,,,,10.700,-1.0261,1.0784E-10,,,,,,
,,,,,,,,,10.800,-1.0262,1.0775E-10,,,,,,
,,,,,,,,,10.900,-1.0265,1.0769E-10,,,,,,
,,,,,,,,,11.000,-1.0260,1.0768E-10,,,,,,
,,,,,,,,,11.100,-1.0262,1.0769E-10,,,,,,
,,,,,,,,,11.200,-1.0262,1.0768E-10,,,,,,
,,,,,,,,,11.300,-1.0260,1.0757E-10,,,,,,
,,,,,,,,,11.400,-1.0263,1.0741E-10,,,,,,
